Date,EUR/USD,GBP/USD,USD/JPY,USD/CHF,AUD/USD,USD/CAD,NZD/USD,EUR/GBP,EUR/JPY,EUR/CHF,EUR/AUD,GBP/JPY,GBP/CHF
2025-04-15 00:00:00,1.15,1.2,141.4,0.83,0.66,1.55,0.594,0.8482,163.23,0.9354,1.745,189.28,1.0837
